amount_purchased_shop_1,amount_purchased_shop_2,amount_purchased_shop_3,amount_purchased_shop_4,amount_purchased_shop_5,clusters
2584.24,325.444,0.0,0.0,0.0,2
82.953,158.697,10.638,0.0,0.0,2
2064.131,1146.434,0.0,0.0,0.0,2
0.0,731.114,0.0,0.0,0.0,2
0.0,93.215,0.0,0.0,0.0,2
2645.958,5293.168,8.689,0.0,0.0,0
0.0,0.0,0.0,6403.3853,0.0,5
3.173,0.0,0.0,0.0,0.0,2
14660.692,299.437,0.0,47.867,0.0,6
1755.932,112.778,0.0,0.0,0.0,2
13148.416,7542.954,4444.471,0.0,0.0,4
0.0,16.282,0.0,0.0,0.0,2
602.065,9.001,0.0,0.0,0.0,2
742.515,5299.392,0.0,0.0,0.0,0
10554.707,100.582,0.0,0.0,550.243,6
296.285,4945.602,0.0,0.0,0.0,0
430.639,0.0,898.691,0.0,8.474,2
399.659,6868.5527,0.0,0.0,0.0,0
2571.029,2626.32,0.0,0.0,0.0,1
4123.588,107.16,486.684,0.0,0.0,2
0.0,0.0,0.0,0.0,313.928,2
0.0,303.143,0.0,0.0,0.0,1
38.892,0.0,0.0,0.0,0.0,2
2773.781,0.0,0.0,0.0,8.939,2
302.469,4513.264,7579.085,0.0,0.0,4
427.324,0.0,0.0,0.0,39.79,2
0.0,0.0,0.0,0.0,39.211,2
266.349,0.0,0.0,0.0,0.0,2
15.014,0.0,0.0,0.0,5.82,2
767.59503,1.621,5897.997,26.924,0.0,4
134.107,0.0,9634.719,0.0,553.505,4
0.0,0.0,0.0,7.257,0.0,2
718.171,163.007,70.027,0.0,6132.295,3
5.034,1.977,0.0,0.0,80.428,2
1390.562,84.727,7276.702,0.0,0.0,4
695.891,34.11,3318.316,0.0,2.228,4
45.439,0.0,3557.627,0.0,11516.718,3
27.209,210.514,0.0,0.0,1187.34,2
0.0,0.0,0.0,0.0,43.706,2
0.0,9.762,0.0,0.0,0.0,2
762.131,7089.935,0.0,0.0,0.0,1
836.411,2944.29,4.124,0.0,34.07,1
295.065,4.233,0.0,0.0,0.0,2
5839.081,4953.571,0.0,0.0,0.0,1
0.0,926.74,0.0,0.0,0.0,2
1145.424,43.277,0.0,0.0,0.0,1
15.354,0.0,0.0,0.0,0.0,2
0.0,1154.247,0.0,0.0,0.0,1
0.0,114.867004,0.0,0.0,0.0,1
697.697,17365.738,0.0,0.0,0.0,0
1007.599,12.662,0.0,1459.604,0.0,2
0.0,80.682,0.0,0.0,0.0,2
16819.557,0.0,0.0,553.555,0.0,6
0.0,0.0,0.0,39.75,1045.232,2
255.908,615.674,152.004,6881.089,0.0,5
159.093,0.0,0.0,2492.295,0.0,2
0.0,0.0,0.0,2457.642,0.0,2
100.867,0.0,9.762,0.0,439.541,2
8026.674,14.623,12.167,0.0,0.0,6
0.0,3919.979,0.0,111.4,0.0,2
3400.801,53.016,1.311,9.553,0.0,2
6.685,38.94,0.0,0.0,0.0,2
40.406,0.0,0.0,0.0,0.0,2
9.704,0.0,0.0,0.0,0.0,2
216.159,0.0,0.0,0.0,0.0,2
394.093,201.511,67.797,0.0,26.753,2
49.929,119.263,0.0,40.25,0.0,2
542.43,0.0,0.0,0.0,34.6,2
4006.8691,24208.176,0.0,0.0,0.0,0
133.4,1979.873,0.0,0.0,0.0,2
1164.19,9377.823,21.765,0.0,2.618,0
81.702,313.04,0.0,0.0,0.0,2
12.066,1585.392,0.0,11.386,0.0,2
653.957,217.191,0.0,0.0,0.0,2
99.052,4320.296,0.0,0.0,0.0,0
0.0,3.952,0.0,0.0,0.0,2
2704.944,7098.506,0.0,0.0,0.0,0
627.771,4834.428,0.0,0.0,0.0,0
4829.789,5372.898,0.0,0.0,0.0,0
884.007,5910.964,255.038,0.0,0.0,0
0.0,15519.262,0.0,0.0,0.0,0
487.326,699.364,0.0,0.0,0.0,1
2980.427,492.247,0.0,0.0,0.0,2
593.427,2084.954,8.984,0.0,1.495,2
1250.6641,0.0,5.968,0.0,0.0,2
5.82,0.0,6390.291,0.0,0.0,4
2.315,0.0,0.0,34.654,0.0,2
1244.792,0.0,0.0,21.548,4306.589,3
24.922,60.091,0.0,0.0,0.0,2
50.942,0.0,0.0,0.0,4398.278,3
2.802,2.41,0.0,0.0,0.0,2
279.259,0.0,0.0,0.0,7103.5522,3
2192.957,0.0,0.0,0.0,7383.915,3
887.193,101.828,1117.071,0.0,5136.41,3
440.838,178.706,705.748,10.751,7648.473,3
210.748,0.0,302.421,0.0,0.0,2
93.435,0.0,0.0,0.0,279.82,2
64.616,70.859,22.732,11.596,0.0,2
0.0,6.511,829.0,0.0,0.0,2
1262.714,2129.933,0.0,0.0,0.0,2
114.39,0.0,7894.914,0.0,0.0,4
90.142,0.0,0.0,0.0,780.617,2
0.0,1303.157,48.737,10.549,0.0,2
0.0,1591.187,0.0,0.0,0.0,2
150.877,9.415,0.0,5487.604,0.0,5
0.0,125.575,0.0,0.0,0.0,2
3871.512,103.842,59.878,0.0,818.0,6
2140.759,539.271,10471.819,0.0,0.0,4
362.958,0.0,0.0,0.0,0.0,2
212.511,0.0,0.0,129.84601,0.0,2
1552.816,10489.979,0.0,0.0,0.0,0
597.106,272.698,16023.329,0.0,0.0,4
172.655,0.0,0.0,229.505,0.0,2
480.6,3606.741,0.0,0.0,0.0,2
3.137,0.0,0.0,2062.522,0.0,2
15.14,138.9,16.195,0.0,0.0,2
44.628,0.0,0.0,0.0,0.0,2
2318.442,1427.892,19.351,51.416,16.119,2
258.903,73.377,0.0,0.0,0.0,2
227.744,0.0,3.519,0.0,1803.135,2
108.911,64.63,0.0,0.0,29.254,2
44.299,0.0,0.0,0.0,9.762,2
0.0,6645.304,0.0,0.0,0.0,0
0.0,122.648,0.0,0.0,0.0,2
198.358,58.579,50.994,0.0,0.0,2
3889.412,209.343,38.928,1.826,0.0,2
3052.912,4871.562,264.249,19.33,32.913,6
62.135,6233.421,0.0,0.0,0.0,0
9.896,2768.537,0.0,0.0,0.0,2
100.875,477.168,64.567,0.0,0.0,2
3292.052,1179.586,0.0,0.0,0.0,2
12584.652,131.282,0.0,0.0,0.0,6
5099.551,158.183,3.823,0.0,1380.916,6
230.246,16057.961,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,399.001,2
5177.356,0.0,0.0,0.0,0.0,6
69.457,43.525,0.0,0.0,2762.11,3
2356.29,0.0,0.0,0.0,0.0,2
0.0,69.505,0.0,0.0,207.12,2
0.0,0.0,0.0,0.0,52.247,2
0.0,254.623,0.0,2840.251,0.0,5
0.0,166.824,0.0,0.0,0.0,2
32.675,7423.045,0.0,0.0,0.0,0
36.278,0.0,0.0,0.0,0.0,2
137.769,42.092,0.0,0.0,172.007,2
270.136,100.906,82.217,0.0,0.0,2
9.762,15.991,0.0,0.0,0.0,2
415.095,5822.756,0.0,0.0,0.0,0
550.369,0.0,0.0,56.233,15.03,2
506.194,510.437,0.0,0.0,0.0,2
45.343,5563.13,0.0,13.677,0.0,0
91.963,0.0,0.0,1359.057,0.0,2
0.0,2309.719,0.0,0.0,0.0,2
425.589,1012.941,4.513,0.0,0.0,2
83.635,56.747,16.33,0.0,24.29,2
10911.243,139.914,120.127,0.0,0.0,6
5394.664,11562.174,0.0,0.0,0.0,0
329.97,8.597,16.83,0.0,16.343,2
47.804,2937.563,0.0,0.0,0.0,2
25.511,746.045,0.0,0.0,0.0,2
0.0,6483.229,0.0,0.0,0.0,1
0.0,29.264,0.0,0.0,0.0,1
283.663,0.0,0.0,0.0,3.638,2
34.11,0.0,0.0,0.0,0.0,1
93.109,65.657,15.335,0.0,0.0,2
294.934,7998.544,0.0,0.0,0.0,1
29.861,16751.795,0.0,0.0,0.0,0
0.0,59.325,0.0,0.0,305.711,2
1812.754,513.916,0.0,72.203,3.381,2
2216.201,953.618,637.46,0.0,0.0,2
20.826,121.27,0.0,0.0,503.049,2
8823.173,14.402,0.0,1498.441,0.0,6
4.058,0.0,0.0,5444.203,0.0,5
16.627,0.0,0.0,0.0,0.0,2
4521.115,0.0,0.0,0.0,201.836,1
990.478,719.535,0.0,1727.473,0.0,2
7626.473,4154.16,1.665,200.862,273.074,6
485.869,9.3,5153.99,0.0,8.597,4
11928.093,10726.723,0.0,0.0,0.0,0
256.203,2949.654,12.521,0.0,8.902,2
1252.472,0.0,0.0,13.087,0.0,2
14669.163,63.981,0.0,0.0,0.0,6
3452.911,1495.031,0.0,0.0,0.0,2
24.606,9046.721,0.0,0.0,0.0,0
0.0,5258.455,0.0,0.0,0.0,1
375.856,12.858,13.105,0.0,0.0,2
255.161,11.133,0.0,0.0,9.775,2
3333.981,0.0,6.952,0.0,0.0,2
280.923,0.0,0.0,1454.109,0.0,2
2234.008,2766.553,0.0,0.0,34.006,2
139.395,148.235,0.0,0.0,0.0,2
136.931,350.092,2619.451,0.0,0.0,4
363.247,0.0,0.0,0.0,9658.118,3
3736.942,10131.516,0.0,0.0,3.068,0
91.06,0.0,0.0,3119.154,0.0,5
578.0,0.0,0.0,0.0,0.0,2
457.279,1712.279,4470.779,0.0,0.0,4
544.079,267.90298,0.0,7.634,66.571,2
44.526,2126.262,3895.514,0.0,0.0,4
0.0,0.0,0.0,2.042,19.111,2
0.0,61.5,0.0,2316.05,0.0,2
9912.115,153.11,40.858,0.0,2180.066,6
47.764,0.0,0.0,10.586,0.0,2
20.664,21.941,330.399,0.0,0.0,2
0.0,0.0,0.0,0.0,186.115,2
27.052,0.0,0.0,0.0,1648.133,2
754.661,5339.335,0.0,0.0,0.0,2
273.331,0.0,0.0,0.0,2283.884,3
48.344,23.526,0.0,0.0,0.0,2
77.548,0.0,0.0,0.0,0.0,2
156.244,48.219,0.334,0.0,0.0,2
0.0,0.0,137.121,0.0,0.0,2
0.0,0.0,6950.153,0.0,0.0,4
75.859,0.0,0.0,0.0,0.0,2
1153.043,43.374,1.414,0.334,0.668,2
0.0,11.9,0.0,1777.962,0.0,2
7135.147,18.557,0.0,0.0,2493.522,6
4151.775,69.74,2.935,1.645,547.917,6
642.902,310.03,0.0,0.0,3459.191,3
7176.557,0.653,8.239,0.0,39.38,1
19.524,0.0,0.0,0.0,0.0,2
0.0,839.247,0.0,0.0,0.0,2
0.0,0.0,0.0,187.528,0.0,2
120.023,1723.534,0.0,824.449,0.0,2
422.767,0.0,0.0,4851.559,0.0,5
1016.536,9.762,0.0,0.0,935.868,2
4728.859,8.456,17.363,4.967,0.0,6
6537.677,237.666,0.0,17072.713,0.0,5
3655.611,1211.88,0.0,0.0,6.665,2
0.0,21.085,0.0,0.0,0.0,2
2561.902,200.496,56.688,0.0,212.094,2
44.984,11811.637,0.0,0.0,0.0,0
359.65,1925.667,19.73,0.0,0.0,2
100.98,168.884,0.0,0.0,0.0,2
493.165,0.0,0.0,0.0,0.0,2
15.35,0.0,0.0,0.0,0.0,2
8.239,0.0,29.663,0.0,0.0,2
0.0,384.151,0.0,0.0,0.0,2
956.503,39.274,0.0,0.0,0.0,2
0.0,91.575,0.0,0.0,0.0,2
218.961,0.0,0.0,366.872,0.0,2
0.0,3382.177,0.0,0.0,0.0,2
5248.674,772.731,0.0,0.0,0.0,6
39.389,1286.225,163.649,0.0,0.0,2
1653.39,447.082,2585.403,69.336,1620.824,4
4113.466,0.0,0.0,0.0,0.0,2
1937.828,21169.836,0.0,0.0,0.0,0
1674.95,254.418,144.82,0.0,35.49,2
70.617,17128.291,0.0,0.0,0.0,0
14125.552,410.271,0.0,0.0,0.0,1
671.881,792.606,0.0,0.0,0.0,1
152.973,0.0,0.0,0.0,0.0,1
4.561,122.414,0.0,0.0,0.0,1
3889.135,92.405,0.0,0.0,0.0,2
10707.385,332.51,0.0,0.0,0.837,1
0.0,236.254,0.0,0.0,16.235,2
0.0,0.0,0.0,0.0,36.524,2
2694.067,66.65,9.859,0.0,0.0,2
0.0,0.0,14066.888,0.0,0.0,4
14485.985,280.715,14.264,0.0,2110.17,6
3774.86,225.958,27.468,0.0,36.665,6
1776.1431,2253.078,0.0,0.0,9850.703,3
0.0,0.0,0.0,79.831,0.0,2
261.858,0.0,31.591,0.0,6804.818,3
103.3,7685.237,0.0,0.0,0.0,0
42.268,12.367,0.0,0.0,82.153,2
7345.808,0.0,0.0,0.0,0.0,6
6633.751,547.094,28.786,0.0,27.341,6
0.0,61.049,0.0,0.0,0.0,2
209.648,8266.31,0.0,0.0,0.0,0
3481.219,7453.599,0.0,0.0,0.0,1
225.376,367.654,0.0,0.0,0.0,2
825.387,5600.876,28.105,0.0,0.0,0
587.309,0.0,0.0,0.0,0.0,2
144.625,73.361,31.836,0.0,0.0,2
1841.206,247.082,12.585,0.0,21.634,2
1371.89,7517.103,8.274,0.0,0.0,0
0.0,21.907,0.0,0.0,0.0,2
17003.297,656.246,0.0,0.0,80.395,6
96.035,0.0,0.0,10550.389,0.0,5
6974.198,3261.647,0.0,0.0,0.0,6
0.0,10.64,0.0,0.0,0.0,2
25.93,2761.939,0.0,0.0,0.0,2
708.922,4114.932,0.0,0.0,0.0,0
448.404,1097.659,0.0,0.0,0.0,2
877.568,292.87,0.0,0.0,0.0,2
2133.004,17512.318,0.0,0.0,0.0,0
255.223,2558.363,845.169,0.0,0.0,2
569.999,1329.101,28.645,0.0,0.0,1
10184.576,4175.562,0.0,0.0,0.0,6
0.0,0.0,0.0,9427.608,0.0,5
241.235,22.981,1.883,8594.176,0.0,5
7864.762,83.581,0.0,0.0,594.191,6
634.606,460.895,26596.879,0.0,0.0,4
602.959,815.723,0.0,31.873,10298.796,3
0.0,0.0,0.0,0.0,5172.765,3
69.902,27.803,0.0,0.0,0.0,2
602.976,4134.41,0.0,0.0,0.0,0
2651.008,0.0,121.8,87.342,11.91,2
0.0,104.343,0.0,8840.669,0.0,5
1797.6641,304.024,23.522,0.0,0.0,2
199.115,0.0,0.0,0.0,0.0,2
0.0,9.762,0.0,0.0,0.0,2
866.918,5.885,0.0,0.0,37.838,2
33.939,0.0,0.0,0.0,20.571,2
25.746,4.608,4.734,0.0,8.218,2
30.195,0.0,0.0,22.015,0.0,2
1086.858,0.0,0.0,0.0,0.0,2
5204.5723,57.001,267.491,0.0,2615.29,3
13.834,0.0,520.531,0.0,0.0,2
758.189,0.0,39.905,0.0,125.609,2
1301.024,25.787,14932.36,0.0,0.0,4
0.0,265.254,0.0,0.0,0.0,2
2056.652,0.0,0.0,0.0,0.0,2
4368.46,8.92,0.0,3806.282,0.0,5
527.136,2394.4531,0.0,0.0,0.0,2
434.339,0.0,0.0,0.0,3047.7,3
881.5,707.18,0.0,0.0,0.0,2
0.0,0.0,11.312,13.619,196.179,2
92.622,6.402,0.0,0.0,0.0,2
9.014,0.0,0.0,0.0,3431.919,3
2567.754,721.078,0.0,0.0,0.0,2
58.172,0.0,0.0,0.0,4.119,2
86.137,0.0,0.0,7318.944,0.0,5
0.0,0.0,241.444,0.0,166.491,2
821.471,139.709,3796.577,8.648,0.0,4
108.914,19.234,0.0,0.0,4149.453,3
981.995,102.498,816.553,0.0,0.0,2
2677.548,182.527,21.254,0.0,0.0,2
6361.605,218.23,0.0,0.0,15471.901,3
30.344,0.0,0.0,8882.529,0.0,5
0.0,0.0,0.0,12497.512,0.0,5
121.823,8559.247,0.0,0.0,502.494,0
767.558,68.723,45.993,0.0,243.947,2
0.0,56.47,0.0,69.299,0.0,2
0.0,0.0,89.636,0.0,3001.245,3
0.0,0.0,0.0,0.0,163.467,2
88.861,0.0,4375.534,0.0,0.0,4
707.017,2622.061,0.0,0.0,0.0,2
