amount_purchased_shop_1,amount_purchased_shop_2,amount_purchased_shop_3,amount_purchased_shop_4,amount_purchased_shop_5,clusters
0.0,4613.322,0.0,0.0,0.0,0
1866.855,3673.519,0.0,0.0,0.0,0
5321.3022,172.945,135.572,7.916,1607.8,6
2868.902,918.87,0.0,0.0,0.0,2
102.773,2.723,0.0,0.0,0.0,2
0.0,2.228,0.0,0.0,0.0,2
623.544,1931.144,0.0,0.0,0.0,2
2134.016,2461.361,0.0,0.0,0.0,1
7446.584,139.623,0.0,0.0,0.0,6
2275.491,2187.715,8.068,0.0,0.0,2
8723.932,2139.736,0.0,0.0,0.0,6
3164.83,7669.318,0.0,0.0,0.0,0
20880.713,1176.499,0.0,0.0,0.0,6
1117.123,1191.209,0.0,0.0,0.0,2
0.0,9.762,0.0,0.0,0.0,2
2343.071,3302.309,0.0,20.56,0.0,2
588.677,4209.886,0.0,0.0,0.0,0
20.062,71.205,0.0,0.0,0.0,2
0.0,62.674,0.0,0.0,0.0,2
0.0,628.447,0.0,0.0,0.0,1
59.83,0.0,51.626,0.0,0.0,2
127.771,19.145,0.0,0.0,0.0,2
1172.113,377.962,0.0,0.0,0.0,2
4.561,728.672,0.0,0.0,0.0,2
48.656,1272.643,0.0,0.0,0.0,1
1397.693,356.664,0.0,13.07,7.555,2
3280.002,5406.756,229.592,22.251,0.0,0
111.618,15014.48,0.0,0.0,0.0,0
86.623,12695.88,0.0,0.0,0.0,0
2272.388,336.143,0.0,0.0,0.0,2
548.895,16632.85,0.0,0.0,133.214,0
0.0,1084.995,0.0,0.0,7.05,2
7867.553,533.257,0.0,27.986,0.0,1
8011.971,274.031,0.0,0.0,0.0,6
1434.875,12252.859,0.0,60.259,0.0,0
169.249,633.048,1501.004,0.0,0.0,2
0.0,0.0,2.41,0.0,0.0,2
0.0,0.0,827.022,0.0,0.0,2
0.0,4209.41,0.0,0.0,0.0,2
314.145,0.0,0.0,0.0,0.0,2
0.0,16.548,0.0,50.941,0.0,2
376.832,7137.908,6.525,398.73,0.0,0
1060.529,16.612,30.305,50.512,5620.966,3
186.256,0.0,139.325,0.0,0.0,2
36.059,0.0,3521.277,0.0,103.253,4
63.191,0.0,11.141,0.0,0.0,2
783.149,720.466,15189.493,0.0,6.17,4
2596.877,1.171,4.264,39.425,0.0,2
0.0,152.447,31.438,0.0,0.0,2
40.098,382.785,0.0,0.0,0.0,2
47.496,33.199,0.0,0.0,0.0,1
25.071,55.641,0.0,0.0,0.0,2
429.049,2280.323,6.877,0.0,0.0,2
68.634,0.0,62.807,0.0,0.0,2
0.0,1455.124,0.0,0.0,0.0,2
10110.546,504.3,0.0,3721.603,0.0,5
3472.937,187.901,0.0,0.0,0.0,2
0.0,62.565,0.0,0.0,0.0,2
3095.02,11.448,0.0,0.0,0.0,2
298.399,0.0,0.0,54.293,0.0,2
1170.027,3537.96,0.0,0.0,0.0,0
2253.339,0.0,0.0,0.0,0.0,2
522.607,9.683,0.0,1.148,4.985,6
798.479,10175.142,19.763,0.0,0.0,0
103.8,0.0,97.687,0.0,0.0,2
4286.585,1176.691,4720.782,0.0,13.868,4
622.765,0.0,0.0,10.533,0.0,2
0.0,0.0,0.0,13.742,0.0,2
0.0,914.574,0.0,12778.735,0.0,5
1031.074,8597.646,0.0,0.0,0.0,1
54.569,5545.234,0.0,0.0,0.0,0
1137.058,4762.829,32.121,0.0,0.0,0
420.303,0.0,0.0,0.0,0.0,2
0.0,198.387,9801.626,0.0,0.0,4
6632.512,125.467,0.0,3812.846,0.0,5
5759.256,0.0,0.0,0.0,645.766,6
947.699,724.833,199.72,31.364,170.09799,2
123.574,336.187,71.099,0.0,0.0,2
803.945,1548.773,0.0,0.0,3.467,2
18183.9,331.792,0.0,0.0,0.0,6
6216.32,196.238,9.685,2222.357,0.0,6
37.625,8.729,0.0,0.0,0.0,2
983.218,376.353,71.999,13.914,380.271,2
1508.924,9320.833,0.0,0.0,0.0,0
624.874,20322.11,0.0,0.0,0.0,0
864.401,284.732,0.0,0.0,0.0,2
91.3,1158.144,0.0,0.0,0.0,2
4.119,0.0,0.0,0.0,0.0,2
423.261,0.0,0.0,6.987,28.139,2
1278.167,777.175,0.0,0.0,218.122,2
2949.026,1761.795,0.0,0.0,11.567,2
22.891,40.975,0.0,0.0,0.0,2
66.614,0.0,1671.685,20.618,0.0,2
1521.62,6809.678,0.0,0.0,0.0,0
1963.247,0.0,0.0,0.0,0.0,2
2810.934,1884.061,0.0,0.0,0.0,2
8.044,0.0,0.0,1096.253,0.0,2
5869.974,3.683,1767.105,0.0,20.922,6
11952.588,1319.108,413.739,0.0,23.252,6
2409.838,2024.137,230.751,132.946,333.478,2
863.221,222.584,89.628,0.0,0.0,2
40.875,540.023,0.0,0.0,0.0,2
904.663,0.0,0.0,102.668,90.88,2
240.86,477.542,7.794,109.199,0.0,2
67.932,491.946,0.0,0.0,0.0,2
170.017,109.934,0.0,0.0,0.0,2
7992.857,508.32,1237.251,0.0,30.864,6
6717.8022,32.441,543.296,0.0,0.0,6
1326.341,0.0,0.0,0.0,0.0,2
4135.038,89.613,3368.621,1492.285,1030.569,4
19.259,0.0,25.025,0.0,0.0,2
3319.2,5097.767,0.0,0.0,0.0,0
91.649,311.377,0.0,0.0,0.0,2
6857.251,3557.267,34.863,0.0,0.0,6
1182.924,2308.24,841.727,52.865,129.512,2
24.384,0.0,0.0,156.274,0.0,2
1562.407,3215.538,722.699,0.0,28.351,2
2567.172,1279.766,14.587,0.0,0.0,2
2272.75,0.0,0.0,0.0,0.0,2
6546.391,135.558,9.797,20.985,143.908,6
189.136,71.973,0.0,0.0,38.103,2
47.976,0.0,0.0,0.0,0.0,2
0.0,0.0,18.514,0.0,0.0,2
4253.918,170.79,0.0,4.512,0.0,6
2076.18,98.511,0.0,0.0,0.0,2
0.0,8916.027,0.0,0.0,0.0,0
260.857,0.0,0.0,0.0,0.0,2
2090.3,1885.64,149.495,5662.992,42.973,5
0.0,16.328,0.0,0.0,0.0,1
5067.482,4492.03,4654.567,0.0,753.849,4
1089.477,348.417,0.0,0.0,7.066,2
3335.864,10497.056,31.011,0.0,32.138,0
99.439,3594.912,919.827,2.931,0.0,2
269.16,7867.592,0.0,0.0,0.0,0
1392.473,9.762,0.0,0.0,0.0,2
745.984,15389.058,0.0,0.0,0.0,0
243.913,521.493,0.0,0.0,0.0,2
3075.375,22.299,60.531,0.0,9429.789,3
0.0,0.0,0.0,0.0,84.975,2
163.531,15.662,61.863,0.0,10739.653,3
0.0,0.0,32.837,0.0,3264.697,3
630.4,0.0,0.0,0.0,3913.3079,3
39.606,0.0,0.0,0.0,0.0,2
0.0,136.254,0.0,0.0,0.0,2
953.338,12.532,0.0,0.0,0.0,2
0.0,0.0,86.94,0.0,210.713,2
0.0,0.0,0.0,0.0,27.413,2
6016.018,0.0,0.0,0.0,7925.417,3
10.223,0.0,0.0,27.547,0.0,2
28.178,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,262.282,0.0,2
0.0,0.0,0.0,1759.443,0.0,2
167.951,293.941,0.0,0.0,0.0,2
2594.216,12.712,0.0,0.0,0.0,2
2691.054,399.593,22.204,0.0,0.0,2
123.183,96.075,1975.375,0.0,8922.344,3
7622.374,1004.701,192.482,7.793,276.355,6
2840.007,0.0,0.0,0.0,3475.02,3
1135.835,363.55,0.0,0.0,75.412,2
787.794,0.0,0.0,0.0,41.264,2
7019.649,108.315,0.0,0.0,30.392,6
0.0,0.0,0.0,0.0,98.575,2
12.507,146.118,0.0,0.0,0.0,2
81.883,0.0,0.0,0.0,0.0,2
102.241,0.0,0.0,0.0,0.0,2
72.382,0.0,21.917,0.0,1448.094,2
0.0,250.023,0.0,0.0,0.0,1
571.532,21861.299,0.0,0.0,51.108,0
444.781,0.0,0.0,0.0,0.0,2
118.798,13.126,86.586,0.0,0.0,2
0.0,6.221,0.0,0.0,0.0,2
117.219,307.126,0.0,0.0,0.0,2
273.753,154.462,1438.201,91.441,0.0,2
6616.797,25.941,0.0,0.0,0.0,6
1548.738,2514.725,3723.736,0.0,0.0,4
1412.335,30438.412,340.843,4.31,0.0,0
135.214,210.346,0.0,0.0,10.104,2
0.0,212.933,0.0,0.0,1312.636,2
49.478,0.0,0.0,0.0,0.0,2
165.539,4638.782,0.0,0.0,0.0,0
729.836,4583.812,366.231,0.0,0.0,0
280.992,3265.035,0.0,42.025,2.523,2
4604.196,74.84,0.0,0.0,0.0,6
104.024,99.971,0.0,0.0,0.0,2
709.942,15538.037,714.125,0.0,25.49,0
0.0,74.969,0.0,0.0,0.0,2
1932.279,147.058,0.0,0.0,55.87,2
6365.741,3749.337,123.701,0.0,0.0,6
402.605,329.535,946.238,0.0,0.0,2
1540.301,54.979,0.0,0.0,0.0,2
5410.783,6705.298,0.0,0.0,0.0,0
4273.183,4715.826,0.0,0.0,0.0,0
548.404,3577.106,1.877,0.0,0.0,2
387.274,1983.097,120.352,0.0,0.0,2
2395.792,956.303,0.0,534.407,0.0,5
138.657,14.619,0.0,0.0,0.0,2
336.922,224.443,0.0,0.0,0.0,2
232.606,0.0,6.978,128.095,0.0,2
8451.164,169.651,0.0,112.423,0.0,6
460.769,28.096,0.0,0.0,0.0,1
234.1,4684.797,0.0,0.0,0.0,0
35.864,0.0,0.0,0.0,0.0,1
0.0,1.772,183.677,0.0,1.545,2
505.033,35.898,0.0,0.0,0.0,2
0.0,2542.758,0.0,0.0,0.0,2
77.747,0.0,0.0,32.652,19.475,2
427.695,204.371,0.0,33.274,0.0,2
1314.479,2206.404,0.0,0.0,14.756,2
57.03,0.0,0.0,0.0,0.0,2
357.488,716.338,11285.829,0.0,0.0,4
34.874,0.0,140.473,0.0,0.0,2
1640.229,0.0,10385.529,0.0,0.0,4
0.0,104.421,0.0,0.0,0.0,2
0.0,291.743,160.908,0.0,0.0,2
207.355,11.748,0.0,0.0,0.0,2
15604.88,145.33,8.058,0.0,0.0,6
45.921,0.0,64.768,0.0,0.0,2
1272.844,90.816,0.0,0.0,476.578,2
3608.925,644.349,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,29.075,2
5080.176,98.435,34.251,0.0,25.89,6
0.0,186.65599,3321.051,0.0,0.0,4
433.252,794.157,0.0,0.0,0.0,2
123.159,1946.339,0.0,0.0,0.0,2
4687.649,125.734,30.493,0.0,330.832,6
312.967,838.999,35.396,0.0,166.582,2
0.0,745.19,0.0,0.0,0.0,2
2224.269,89.704,25.959,0.0,0.0,2
7680.027,0.0,0.0,0.0,0.0,6
89.037,5.109,0.0,0.0,0.0,2
156.75099,0.0,0.0,0.0,0.0,2
1348.341,380.502,83.258,28.076,0.0,2
58.539,102.113,0.0,2.41,0.0,2
125.658,14627.813,0.0,0.0,0.0,0
648.233,20.553,9.878,0.0,0.0,2
2108.734,5053.011,18.997,0.0,0.0,0
7551.752,5187.016,0.0,0.0,0.0,0
3563.04,8069.655,0.0,0.0,8.674,0
2202.036,137.655,0.0,0.0,50.854,2
0.0,55.572,0.0,0.0,5266.82,3
1339.132,66.044,2623.909,0.0,0.0,4
37.051,1344.4,41.626,0.0,0.0,2
845.558,28.51,0.0,0.0,0.0,2
834.437,62.569,0.0,0.0,0.0,2
0.0,921.551,0.0,0.0,0.0,2
710.472,2.792,847.685,0.0,0.0,2
0.0,2272.261,0.0,0.0,0.0,2
16404.588,0.0,0.0,0.0,0.0,6
0.0,24.925,0.0,0.0,0.0,2
4944.046,9271.989,0.0,0.0,0.0,0
0.0,590.918,57.038,0.0,0.0,2
37.555,5.218,0.0,0.0,0.0,2
1189.953,655.251,0.0,0.0,3.233,2
74.048,105.226,27.341,0.0,0.0,2
703.74,93.328,0.0,0.0,0.0,2
848.81903,0.0,0.0,89.679,0.0,2
1823.68,0.0,0.0,0.0,0.0,2
505.939,34.449,0.0,0.0,0.0,2
185.633,0.0,0.0,0.0,0.0,2
26.889,0.0,0.0,21.934,0.0,2
539.315,3570.037,0.0,0.0,0.0,0
283.353,663.785,0.0,0.0,283.014,1
195.588,1188.817,0.0,0.0,0.0,2
509.885,9067.108,0.0,0.0,0.0,0
33.607,6982.179,0.0,0.0,0.0,0
1141.467,24109.275,51.522,0.0,0.0,0
0.0,168.17,0.0,44.592,0.0,2
225.147,153.658,0.0,901.42,83.14,2
1504.41,45.281,0.0,0.0,0.0,2
690.154,1119.834,0.0,0.0,0.0,2
174.751,141.031,0.0,0.0,0.0,2
17379.332,68.929,0.0,0.0,0.0,1
676.741,2531.225,0.0,0.0,0.0,1
1993.375,3940.9429,6.868,0.0,0.0,1
4796.651,2072.145,10777.071,0.0,4.579,4
22.362,16.202,0.0,0.0,0.0,2
14437.798,236.282,0.0,0.0,0.0,1
272.198,293.975,1844.423,14.957,2721.202,3
64.039,0.0,0.0,0.0,0.0,2
179.417,7.2300005,0.0,0.0,0.0,1
140.449,0.0,0.0,0.0,214.437,2
9.125,0.0,0.0,0.0,19.034,2
0.0,7568.683,0.0,0.0,8.614,1
0.0,0.0,0.0,0.0,788.34,2
464.152,0.0,0.0,0.0,0.0,2
13161.475,0.0,0.0,0.0,3545.194,3
246.229,0.0,0.0,0.0,0.0,2
1240.028,7.854,0.0,0.0,60.808,2
2434.546,15842.273,0.0,0.0,0.0,0
0.0,207.555,106.281,0.0,0.0,2
824.902,12788.367,0.0,0.0,0.0,0
1727.985,1472.562,0.0,0.0,0.0,2
0.0,13413.191,0.0,0.0,0.0,0
166.559,7757.489,0.0,0.0,0.0,0
222.212,0.0,0.0,0.0,0.0,6
497.737,0.0,99.101,0.0,0.0,2
2497.567,0.0,0.0,0.0,1599.43,2
0.0,463.52,63.203,4.762,0.0,2
0.0,1289.978,0.0,0.0,0.0,2
819.508,0.0,0.0,0.0,0.0,2
7410.963,4285.838,57.891,150.033,0.0,6
212.562,90.216,0.0,0.0,0.0,2
3733.531,0.0,0.0,0.0,0.0,2
5.675,810.227,31.756,6.129,0.0,2
6570.899,0.0,0.0,0.0,86.475,6
100.273,399.893,0.0,0.0,0.0,2
4208.361,8902.84,0.0,0.0,0.0,0
4355.821,1425.83,771.782,0.0,0.0,6
4261.968,0.0,0.0,0.0,0.0,2
2372.463,0.0,0.0,25.624,0.0,2
836.609,30.478,73.048,0.0,0.0,2
64.255,0.0,0.0,76.477,0.0,2
775.122,2434.221,0.0,0.0,0.0,2
1501.794,3637.988,1.803,0.0,0.0,0
83.913,5554.715,0.0,0.0,0.0,0
6661.241,513.899,26.143,22.079,14.198,6
2589.891,270.648,136.328,1.129,0.0,2
0.0,569.986,0.0,0.0,0.0,2
7957.618,17083.104,0.0,0.0,0.0,0
2524.877,7092.9688,0.0,0.0,0.0,0
650.373,33.144,0.0,0.0,0.0,2
169.307,13760.015,0.0,0.0,0.0,0
18.137,921.004,75.84,0.0,0.0,2
1964.62,5585.889,13.083,0.0,0.0,0
8498.622,4275.691,0.0,0.0,0.0,6
1833.339,227.157,24.218,0.0,0.0,2
277.57,156.064,21.557,0.0,0.0,2
2465.344,997.447,1502.072,0.0,19.54,2
1022.467,53.849,5750.239,0.0,0.0,4
149.421,0.0,0.0,0.0,0.0,2
0.0,2404.351,0.0,0.0,0.0,2
0.0,0.0,0.0,37.537,0.0,1
1416.791,27.602,0.0,0.0,9426.016,3
133.553,2.655,0.0,0.0,0.0,2
24.533,0.0,0.0,0.0,0.0,2
1245.117,240.433,0.0,0.0,0.0,2
0.0,407.0,0.0,0.0,0.0,2
1186.734,9144.977,0.0,0.0,0.0,0
0.0,0.0,371.795,0.0,5909.178,3
289.022,0.0,2222.281,0.0,0.0,2
29036.36,25.14,109.008,0.0,205.043,6
2764.874,156.675,4108.4,0.0,59.863,4
50.493,261.082,0.0,0.0,220.024,2
282.357,647.59,272.808,0.0,0.0,2
70.865,15348.532,0.0,0.0,0.0,0
321.179,2692.936,84.379,16.758,0.0,2
952.555,24.826,15.973,365.359,0.0,2
4125.688,21.608,0.0,0.0,0.0,2
33.104,2684.795,0.0,0.0,0.0,2
573.605,223.867,0.0,0.0,0.0,2
0.0,170.508,12.697,0.0,0.0,2
851.541,504.646,0.0,0.0,0.0,2
386.442,0.0,863.866,0.0,0.0,2
431.441,1319.434,0.0,0.0,0.0,2
2953.393,71.572,620.634,6.5,93.033,2
141.22,3512.042,0.0,0.0,0.0,2
14.017,0.0,0.0,0.0,329.711,2
422.53,80.803,0.0,0.0,0.0,2
375.023,0.0,0.0,1668.879,0.0,2
124.188,8.173,75.819,0.0,1856.195,2
3196.321,2421.116,4196.316,252.541,322.849,4
11561.804,160.571,311.379,0.0,0.0,6
16679.543,3487.899,0.0,0.0,58.003,6
4664.965,98.035,5.845,0.0,0.0,6
3004.559,68.966,0.0,0.0,0.0,2
2142.286,739.669,0.0,0.0,0.0,2
1681.583,628.9,0.0,0.0,0.0,2
78.433,0.0,0.0,0.0,0.0,2
3050.375,4072.864,0.0,48.01,0.0,0
268.472,9605.305,9.956,0.0,39.208,0
234.057,7633.279,0.0,0.0,0.0,0
3493.316,7317.4893,8.346,0.0,0.0,0
4170.426,843.798,0.0,0.0,3864.723,3
19.524,1048.01,0.0,0.0,0.0,2
504.429,1578.766,0.0,0.0,0.0,2
114.627,17394.557,0.0,0.0,0.0,0
21103.648,2198.093,0.0,0.0,0.0,6
208.307,0.0,0.0,0.0,0.0,2
2833.658,0.0,0.0,76.442,0.0,2
129.132,4.506,0.0,0.0,0.0,2
26.199,5162.447,0.0,0.0,0.0,0
0.0,734.547,3.137,23.589,39.058,2
0.0,5514.955,0.0,0.0,0.0,0
2215.795,0.0,0.0,0.0,0.0,2
563.55597,2610.442,2358.251,0.0,0.0,4
374.18,21985.982,0.0,0.0,0.0,0
958.333,458.354,41.607,0.0,0.0,2
282.145,0.0,48.825,0.0,40.602,2
7.924,0.0,0.0,0.0,0.0,2
70.605,3680.033,8.005,0.0,0.0,0
262.966,171.724,148.266,0.0,0.0,2
4858.715,1001.369,0.919,0.0,0.0,6
924.103,975.712,464.422,0.0,52.057,2
141.186,11717.552,0.0,0.0,0.0,0
4607.622,225.314,0.0,0.0,0.0,1
807.728,686.198,0.0,0.0,7.466,2
6607.8,0.0,0.0,0.0,0.0,6
0.0,3243.777,2096.514,0.0,0.0,2
495.95,0.0,0.0,0.0,0.0,2
4127.713,21.914,0.0,0.0,0.0,2
3032.439,82.342,0.0,0.0,0.0,2
115.911,30.797,18.698,0.0,1823.544,2
6412.612,950.025,0.0,0.0,0.0,1
7012.902,6766.179,0.0,0.0,0.0,0
1789.677,12922.898,0.0,0.0,0.0,0
209.463,816.217,0.0,0.0,0.0,1
3067.435,6569.262,0.0,0.0,0.0,0
553.599,4572.676,0.0,0.0,0.0,0
2033.945,834.882,100.628,0.0,33.612,2
0.0,0.0,0.0,42.544,0.0,1
1037.276,4416.358,0.0,0.0,0.0,2
11.442,54.86,0.0,0.0,0.0,2
1185.689,396.068,0.0,0.0,0.0,2
8584.828,902.462,0.0,0.0,0.0,6
639.854,15195.521,0.0,0.0,0.0,0
160.88,523.017,0.0,0.0,0.0,1
248.601,85.311,9.307,0.0,0.0,1
7432.276,385.22,7.501,398.188,0.0,6
2803.309,0.0,0.0,0.0,0.0,2
147.097,294.768,8.195,0.0,0.0,2
1961.53,101.079,0.0,38.83,5.612,2
769.969,211.061,0.0,0.0,0.0,2
42.56,86.67,0.0,11.63,0.0,2
261.143,12641.237,0.0,0.0,0.0,0
506.292,5006.342,0.0,0.0,0.0,0
0.0,781.406,0.0,0.0,0.0,1
386.786,12386.053,13.912,0.0,0.0,0
524.708,449.012,0.0,0.0,0.0,2
782.332,230.948,0.0,0.0,0.0,2
59.889,0.0,0.0,0.0,0.0,2
0.0,3819.662,0.0,0.0,0.0,2
0.0,0.0,21.007,0.0,0.0,2
77.028,4981.589,0.0,0.0,0.0,0
418.545,11749.73,0.0,0.0,0.0,0
1390.654,0.0,0.0,0.0,0.0,2
445.50198,6821.086,0.0,0.0,0.0,0
0.0,0.0,4.182,0.0,2568.285,3
5340.021,3711.911,0.0,0.0,2426.241,3
0.0,0.0,9.762,0.0,16.81,2
732.745,32.108,0.0,0.0,0.0,2
0.0,14899.358,0.0,0.0,0.0,0
0.0,16.466,0.0,0.0,0.0,2
4722.442,3371.466,0.0,0.0,0.0,6
943.196,109.792,22.81,147.841,803.27,2
141.992,0.0,0.0,0.0,30.603,2
390.47,13.634,0.0,0.0,0.0,2
8.541,12.458,0.0,0.0,0.0,2
391.096,33.103,16715.205,0.0,0.0,4
2367.153,3215.462,0.0,0.0,0.0,1
0.0,311.145,0.0,0.0,0.0,1
5191.544,22.36,120.136,0.0,8.867,6
910.062,48.203,0.0,0.0,0.0,2
257.133,253.844,25.442,911.734,977.018,2
1232.778,868.303,0.0,0.0,0.0,2
11109.461,246.976,10.092,0.0,23.214,6
4548.389,4629.877,0.0,2.672,10.15,0
1600.841,22.803,0.0,0.0,0.0,2
759.713,564.142,0.0,0.0,0.0,2
7381.261,591.414,11.256,0.0,0.0,6
2218.3,10801.143,78.341,28.164,36.613,0
222.493,0.0,0.0,27.652,0.0,1
182.425,202.543,0.0,1170.735,0.0,2
14.882,1631.002,52.544,0.0,0.0,2
0.0,0.0,0.0,0.0,51.837,2
0.0,1967.787,0.0,0.0,0.0,2
1179.151,14.222,0.0,0.0,0.0,2
10.349,662.224,0.0,0.0,0.0,2
1700.756,1981.21,0.0,0.0,0.0,2
789.534,25.074,0.0,0.0,0.0,2
2846.394,0.0,22.317,0.0,0.0,1
21.26,0.0,15356.048,0.0,0.0,4
1407.89,19516.268,453.202,0.0,0.0,0
2216.142,402.773,5546.151,0.0,171.145,4
0.0,17.758,1862.206,0.0,0.0,2
432.068,60.917,0.0,0.0,8.629,2
357.709,0.0,0.0,0.0,760.47003,2
474.631,0.0,29.08,0.0,255.763,2
6082.574,73.637,647.563,0.0,0.0,6
470.513,0.0,8024.123,0.0,0.0,4
566.216,454.132,0.0,6964.067,0.0,5
23.852,0.0,0.0,0.0,0.0,2
1215.219,363.84,0.0,337.233,0.0,2
2741.533,8030.649,424.592,0.0,21.772,1
1166.804,0.0,0.0,0.0,0.0,2
13531.184,315.016,0.0,0.0,0.0,6
465.273,7982.036,5.442,0.0,0.0,0
0.0,137.516,0.0,0.0,0.0,2
419.403,447.65298,0.0,0.0,0.0,2
891.639,609.143,1252.397,0.0,3.471,2
7784.901,188.862,48.573,0.0,1181.02,6
9530.602,0.0,0.0,7.245,0.0,6
432.293,0.0,8.381,72.163,0.0,2
72.93,0.0,0.0,0.0,0.0,2
0.0,81.752,0.0,0.0,0.0,2
628.801,77.929,0.0,0.0,0.0,2
600.388,1420.894,0.0,0.0,0.0,2
0.0,4691.624,2.331,0.0,0.0,0
0.0,0.0,7822.4463,0.0,0.0,4
23.989,0.0,17.401,0.0,0.0,2
0.0,20.805,2941.595,0.0,0.0,4
343.901,0.0,17.582,0.0,20.885,2
11.017,35.489,0.0,0.0,0.0,2
28.832,45.967,0.0,0.0,0.0,2
8895.093,79.92,877.479,0.0,0.0,6
41.564,680.023,2142.448,0.0,0.0,2
0.0,26.552,0.0,0.0,0.0,2
0.0,9.795,4.431,0.0,0.0,2
123.206,395.028,0.0,0.0,0.0,2
36.911,1108.481,0.0,0.0,0.0,2
0.0,2857.408,0.0,0.0,0.0,2
5580.068,280.579,113.719,2459.972,56.916,6
8044.65,1056.549,8.519,0.0,0.0,6
164.96,17.134,0.0,0.0,0.0,2
0.0,6063.537,22.121,0.0,0.0,0
781.591,0.0,28.322,0.0,0.0,2
0.0,40.988,0.0,0.0,0.0,2
5683.347,57.742,0.0,75.583,0.0,6
0.0,200.655,0.0,0.0,0.0,2
0.0,383.931,0.0,0.0,0.0,2
1142.317,130.681,0.0,0.0,2.094,2
1799.048,80.951,963.099,47.244,133.756,2
1401.405,2769.596,0.0,0.0,0.0,2
18195.209,147.941,0.0,0.0,0.0,6
7966.646,567.365,0.0,0.0,0.0,6
0.0,441.973,42.283,13.583,985.376,2
2218.347,0.0,0.0,0.0,206.644,2
21.662,0.0,0.0,0.0,38.846,2
299.707,0.0,15.2,0.0,2864.386,3
34.174,0.0,0.0,0.0,161.508,2
8998.07,675.77,179.449,0.0,6.677,6
2198.543,443.341,3.722,0.0,0.0,2
5194.5312,96.079,123.149,0.0,0.0,6
2491.062,953.544,0.0,0.0,0.0,2
9119.643,80.026,0.0,0.0,0.0,6
0.0,5810.428,0.0,0.0,0.0,0
541.253,123.875,998.723,0.0,76.226,2
3215.412,1390.633,39.615,0.0,0.0,2
512.025,13630.065,0.0,0.0,0.0,0
289.606,0.0,0.0,0.0,0.0,2
901.649,0.0,0.0,0.0,0.0,2
804.647,0.0,0.0,0.0,0.0,2
3082.032,22.462,0.0,0.0,574.388,2
826.911,0.0,0.0,0.0,5.589,2
384.237,20.988,0.0,0.0,2366.046,3
3024.211,14.141,30.823,0.0,2.26,2
1918.33,0.0,0.0,3.336,0.0,1
242.391,1591.102,0.0,0.0,0.0,2
1976.004,23.478,807.996,63.038,1016.022,2
13403.581,1709.291,4.21,0.0,0.0,6
6248.998,1081.421,0.0,0.0,0.0,1
0.0,10184.675,0.0,0.0,0.0,0
5689.693,0.0,56.425,0.0,22.5,6
1743.485,0.0,0.0,0.0,0.0,2
356.355,0.0,0.0,0.0,14.492,2
308.91,51.903,0.0,12.673,0.0,2
0.0,104.611,0.0,0.0,0.0,2
799.131,0.0,0.0,0.0,0.0,2
2831.732,3901.699,0.0,0.0,0.0,1
30.099,15074.547,0.0,0.0,0.0,0
755.755,464.581,2.741,0.0,0.0,2
270.753,3004.25,7893.907,0.0,0.0,4
122.471,0.0,0.0,0.0,0.0,2
1788.636,9.762,0.0,0.0,0.0,1
0.0,35.331,0.0,610.252,0.0,2
873.509,12934.668,0.0,0.0,0.0,0
2150.798,11681.105,0.0,0.0,0.0,0
13240.57,174.802,0.0,0.0,570.313,6
132.372,258.721,0.0,0.0,0.0,2
20.904,0.0,0.0,0.0,0.0,2
9957.149,423.616,0.0,0.0,26.105,6
0.0,10544.3125,752.298,0.0,0.0,0
0.0,47.468,0.0,0.0,0.0,2
982.639,20054.559,2.498,0.0,0.0,0
7023.685,1191.531,8.948,0.0,0.0,1
78.518,3437.958,0.0,0.0,0.0,2
12.975,97.566,0.0,0.0,0.0,2
176.374,0.0,0.0,0.0,0.0,2
663.036,375.687,5158.05,0.0,665.403,4
511.421,47.289,0.0,0.0,0.0,2
712.8,24353.898,0.0,0.0,0.0,0
3177.225,130.602,31.046,40.41,0.0,2
4903.871,7729.107,0.0,0.0,0.0,0
16083.609,28.53,5.653,0.0,0.0,6
4630.68,1029.248,0.0,238.381,0.0,6
0.0,3857.384,0.0,0.0,0.0,2
12742.259,817.797,0.0,0.0,0.0,6
6791.958,40.39,57.728,0.0,144.488,6
4897.9053,154.101,8047.642,0.0,0.0,4
579.147,0.0,0.0,0.0,0.0,2
135.54,36.249,0.0,858.283,1.772,2
21406.67,0.0,0.0,0.0,7.397,6
7328.255,0.0,8.936,2024.626,0.0,6
2103.301,0.0,1890.705,22.768,7.583,2
1867.281,728.3,0.0,0.0,0.0,2
496.574,16.788,0.0,174.396,103.121,2
0.0,16.548,0.0,9274.615,0.0,5
460.908,1021.664,0.0,0.0,0.0,2
222.852,17294.953,0.0,0.0,0.0,0
359.392,390.999,56.196,0.0,0.0,2
242.383,0.0,5674.429,0.0,0.0,4
515.041,22.678,0.0,0.0,0.0,2
1451.454,2344.124,0.0,0.0,13.616,2
0.0,0.0,0.0,0.0,6.892,2
4418.496,576.696,7964.897,0.0,1509.849,4
3.561,2821.412,0.0,0.0,0.0,1
46.333,54.212,6236.673,0.0,0.0,4
453.599,732.895,4021.774,0.0,11.399,4
0.0,0.0,1613.094,0.0,0.0,2
126.356,2.722,4056.969,0.0,0.0,4
105.907,0.0,985.687,23.907,1.607,2
